WBAN|WMO|CallSign|ClimateDivisionCode|ClimateDivisionStateCode|ClimateDivisionStationCode|Name|State|Location|Latitude|Longitude|GroundHeight|StationHeight|Barometer|TimeZone
24225|72597|MFR|02|35|5429|MEDFORD|OR|ROGUE VALLEY INTL-MEDFORD AIRPORT|42.389|-122.871|1305|1329|1304|-8 
24227|72792|OLM|03|45|6114|OLYMPIA|WA|OLYMPIA AIRPORT|46.973|-122.903|188|200|203|-8 
24229|72698|PDX|02|35|6751|PORTLAND|OR|PORTLAND INTERNATIONAL AIRPORT|45.591|-122.600|20|107|223|-8 
24230||RDM|07|35|7062|REDMOND|OR|ROBERTS FIELD AIRPORT|44.254|-121.150|3043|3084|3072|-8 
24231||RBG||35|7326|ROSEBURG|OR|ROSEBURG REGIONAL AIRPORT|43.239|-123.355|497|509|509|-8 
24232|72694|SLE|02|35|7500|SALEM|OR|MCNARY FIELD AIRPORT|44.908|-122.995|205|201|198|-8 
24233|72793|SEA|03|45|7473|SEATTLE|WA|SEATTLE-TACOMA INTERNATIONAL AIRPORT|47.461|-122.314|370|434|434|-8 
24234||BFI||||SEATTLE|WA|BOEING FLD/KING CO INTL AP|47.530|-122.301|16|30|18|-8 
24235|72597|SXT|03|35|7698|SEXTON SUMMIT|OR|SEXTON SUMMIT|42.617|-123.381|3832|3841|3832|-8 
24237|72781|SMP|05|45|8009|STAMPEDE PASS|WA|STAMPASS PASS FLTWO|47.293|-121.337|3973|3967|3964|-8 
24241||TDO||||TOLEDO|WA|TOLEDO-WINLOCK ED CARLSON MEMORIAL FIELD AIRPORT|46.477|-122.807|0|375|0|-8 
24242||TTD||||PORTLAND|OR|PORTLAND-TROUTDALE AIRPORT|45.549|-122.400|23|29|51|-8 
24243|72781|YKM|08|45|9465|YAKIMA|WA|YAKIMA AIR TERMINAL/MCALSR FIELD AP|46.564|-120.534|1050|1066|1075|-8 
24255|727975|NUW||||WHIDBEY ISLAND|WA|WHIDBEY ISLAND NAS|48.350|-122.650|10|47|34|-8 
24257|72592|RDD|02|04|7304|REDDING|CA|REDDING MUNICIPAL AIRPORT|40.515|-122.313|485|502|502|-8 
24259||SIY||04|5785|MONTAGUE|CA|SISKIYOU COUNTY AIRPORT|41.781|-122.468|2634|2641|2646|-8 
24267||BOK||||BROOKINGS|OR|BROOKINGS AIRPORT|42.074|-124.284|459|459||-8 
24281||7458|03|45|7458|SEATTLE C.O.|WA|WSMO (EMSU)|47.650|-122.300|22|2761|25|-8 
24283||ACV||04|0263|ARCATA/EUREKA|CA|ARCATA AIRPORT|40.978|-124.109|200|210|225|-8 
24284||OTH|01|35|6073|NORTH BEND|OR|NORTH BEND MUNICIPAL ARPT|43.417|-124.250|6|17|1682|-8 
24285||ONP||||NEWPORT|OR|NEWPORT MUNICIPAL AIRPORT|44.575|-124.051|160|160||-8 
24286||CEC||||CRESCENT CITY|CA|JACK MCNAMARA FIELD ARPT|41.780|-124.237|55|55|58|-8 
24287||348||||VANCOUVER||VANCOUVER INTERNATIONAL AIR-PORT, B. C.|49.183|-123.167|10|10||-8 
24288||352||||ABBOTSFORD||ABBOTSFORD, B. C.|49.033|-122.367|177|177||-8 
24292||337||||COMOX||COMOX, B. C.|49.717|-124.900|79|79||-8 
24293||130||||ESTEVAN POINT||ESTEVAN POINT, B. C.|49.383|-126.550|23|23||-8 
24297||355||||VICTORIA||VICTORIA INT. AIRPORTB. C.|48.650|-123.433|66|66||-8 
25044||265||||BUFFALO NARROWS||BUFFALO NARROWS, SASK.|55.833|-108.433|1424|1424||-6 
25048||136||||SWAN RIVER||SWAN RIVER, MAN.|52.117|-101.233|1099|1099||-6 
25051||123||||REGINA UNIVERSITY||REGINA UNIVERSITY|50.400|-104.583|1880|1880||-6 
25052||121||||URANIUM CITY||URANIUM CITY, SASK.|59.567|-108.483|1043|1043||-6 
25053||140||||MELFORT||MELFORT AUTOMATIC WEATHER REPORTING SYSTEM|52.817|-104.600|1608|1608||-6 
25054||158||||HUNTERS POINT MAR||HUNTERS POINT MAR|53.033|-100.933|840|840||-6 
25055||180||||WATROUS||WATROUS EAST AUTOMATED REPORTING STATION|51.667|-105.400|1726|1726||-6 
25056||187||||SOUTHEND||SOUTHEND AUTOMATIC WEATHER SYSTEM|56.333|-103.283|1129|1129||-6 
25057||193||||LEADER||LEADER AIRPORT AUTOMATIC WEATH|50.900|-109.500|2205|2205||-6 
25058||200||||LUCKY LAKE||LUCKY LAKE AUTOMATIC WEATHER SYSTEM|50.950|-107.150|2182|2182||-6 
25059||219||||WYNYARD||WYNYARD MARINE AVIATION REPORTING STATION|51.767|-104.217|1841|1841||-6 
25060||237||||ROSETOWN EAST||ROSETOWN EAST, SASK|51.567|-107.917|1923|1923||-6 
25061||250||||SPIRITWOOD WEST||SPIRITWOOD WEST, SASK|53.367|-107.550|1916|1916||-6 
25062||294||||BRATTS LAKE||BRATTS LAKE, SASK.|50.200|-104.700|1903|1903||-6 
25063||311||||LA RONGE||LA RONGE , SASK.|55.150|-105.267|1240|1240||-6 
25064||319||||CLUFF LAKE||CLUFF LAKE , SASK.|58.383|-109.500|1112|1112||-6 
25102||301||||EDMONTON MUNICIPAL CR10||EDMONTON MUNICIPAL CR10 , ALTA|53.567|-113.517|2201|2201||-7 
25110||354||||CALGARY||CALGARY INTERNATIONAL, ALTA.|51.117|-114.017|3533|3533||-7 
25112||107||||BANFF||BANFF, ALTA.|51.183|-115.567|4583|4583||-7 
25113||118||||CORONATION||CORONATION AUTOMATED REPORTING STATION|52.067|-111.467|2595|2595||-7 
25126||124||||CLARESHOLM||CLARESHOLM AUTOMATIC WEATHER SYSTEM|50.017|-113.633|3320|3320||-7 
25142||323||||EDMONTON INTERNATIONAL||EDMONTON INTERNATIONAL, ALTA.|53.300|-113.583|2346|2346||-7 
25146||111||||BROOKS||BROOKS AUTOMATIC WEATHER REPORTING SYSTEM|50.550|-111.850|2451|2451||-7 
25158||198||||LAC LA BICHE||LAC LA BICHE, ALTA.|54.767|-112.017|1854|1854||-7 
25161||320||||WHITECOURT||WHITECOURT , ALTA.|54.150|-115.783|2575|2575||-7 
25163||286||||BANFF||BANFF MARINE AVIATION REPORTING STATION|51.200|-115.550|4583|4583||-7 
25169||213||||NAKUSP||NAKUSP AUTOMATIC WEATHER REPORTING SYSTEM|50.267|-117.817|1719|1719||-7 
25170||106||||SUNDRE||SUNDRE|51.767|-114.683|3655|3655||-7 
25171||129||||DRUMHELLER EAST||DRUMHELLER EAST|51.433|-112.667|2224|2224||-7 
25172||147||||WATERTON PARK GATE||WATERTON PARK GATE|59.133|-113.800|4252|4252||-7 
25173||155||||ESTHER 1||ESTHER 1|51.667|-110.200|2320|2320||-7 
25174||156||||HIGHVALE||HIGHVALE|53.450|-114.467|2451|2451||-7 
25175||159||||THREE HILLS||THREE HILLS|51.700|-113.217|2976|2976||-7 
25176||239||||ROCKY HOUSE||ROCKY HOUSE MARINE AVIATION STATION|52.433|-114.933|3241|3241||-7 
25177||248||||SALMON ARM||SALMON ARM AUTOMATIC WEATHER SYSTEM|50.700|-119.283|1152|1152||-8 
25178||261||||VEGREVILLE||VEGREVILLE AUTOMATIC WEATHER SYSTEM|53.617|-112.033|2096|2096||-7 
25179||278||||BOW VALLEY||BOW VALLEY|51.083|-115.067|4259|4259||-7 
25180||283||||YOHO PARK||YOHO PARK AUTOMATIC WEATHER SYSTEM|51.450|-116.333|5299|5299||-7 
25181||302||||EDMONTON INTERNATIONAL CS||EDMONTON INTERNATIONAL CS , ALTA.|53.300|-113.600|2346|2346||-7 
25182||315||||SPIRIT RIVER AUTO STATION||SPIRIT RIVER AUTO STATION, ALT|55.700|-119.233|3330|3330||-7 
25183||365||||JONJUIERE||JONJUIERE AUTOMATED REPORTING STATION|48.417|-71.217|436|436||-5 
25184||369||||VERNON||VERNON, B. C.|50.233|-119.300|1824|1824||-8 
25185||192||||JASPER WARDEN||JASPER WARDEN AUTOMATED REPORTER SYSTEM|52.933|-118.317|3346|3346||-8 
25248||376||||DAWSON CREEK||DAWSON CREEK AIRPORT|55.750|-120.183|2148|2148||-8 
25255||363||||MACKENZIE||MACKENZIE, B. C.|55.300|-123.133|2280|2280||-8 
25256||229||||PUNTZI MOUNTAIN||PUNTZI MOUNTAIN, B. C.|52.117|-124.133|2986|2986||-8 
25263||141||||SARTINE ISLAND||SARTINE ISLAND METEOROLOGICAL AERO SYSTEM|50.817|-128.900|367|367||-8 
25264||202||||HERBERT ISLAND||HERBERT ISLAND METEOROLOGICAL AERO SYSTEM|50.933|-127.633|56|56||-8 
25270||148||||PEMBERTON||PEMBERTON AUTOMATIC WEATHER SYSTEM|50.300|-122.733|669|669||-8 
25272||230||||BURNS LAKE CS||BURNS LAKE CS , B. C.|54.383|-125.950|2339|2339||-8 
25273||109||||BIG CREEK||BIG CREEK|51.250|-123.083|5479|5479||-8 
25274||227||||PRINCETON||PRINCETON AUTOMATIC WEATHER SYSTEM|50.600|-120.517|2297|2297||-8 
25275||379||||WHISTLER||WHISTLER|50.133|-122.950|2158|2158||-8 
25305||197||||DEASE LAKE COASTAL STATION||DEASE LAKE COASTAL STATION|58.417|-130.000|2677|2677||-8 
25308|70398|ANN|01|50|0352|ANNETTE|AK|ANNETTE ISLAND AIRPORT|55.043|-131.570|108|110|114|-9 
25309|70381|JNU|01|50|4100|JUNEAU|AK|JUNEAU INTERNATIONAL AIRPORT|58.355|-134.575|22|24|40|-9 
25310||AGN||||ANGOON|AK|ANGOON SEAPLANE BASE|57.504|-134.585|99999|0|99999|-9 
25322||GST||||GUSTAVUS|AK|GUSTAVUS|58.424|-137.707|0|30|0|-9 
25323||HNS||50|3490|HAINES|AK|HAINES|59.245|-135.520|22|16|26|-9 
25325|70395|KTN|01|50|4590|KETCHIKAN|AK|KETCHIKAN INTL AIRPORT|55.357|-131.712|85|96|85|-9 
25329||PSG||||PETERSBURG|AK|JAMES A JOHNSON AIRPORT|56.802|-132.926|0|107|0|-9 
25331|70274|PAQ||50|6870|PALMER|AK|PALMER MUNICIPAL AIRPORT|61.596|-149.092|230|248|249|-9 
25333|70371|SIT|01|50|8494|SITKA|AK|SITKA ROCKY GUTIERREZ ARPT|57.048|-135.360|18|67|50|-9 
25335|70362|SGY||50|8528|SKAGWAY|AK|SKAGWAY AIRPORT|59.460|-135.313|20|44|32|-9 
25338||WRG||||WRANGELL|AK|WRANGELL AIRPORT|56.484|-132.369|0|44|0|-9 
25339|70361|YAK|02|50|9941|YAKUTAT|AK|YAKUTAT AIRPORT|59.510|-139.628|40|31|43|-9 
25343||191||||LANGARA||LANGARA, B. C.|54.250|-133.050|135|135||-8 
25348||AHP||||PORT ALEXANDER|AK|PORT ALEXANDER SPB|56.250|-134.650|0|||-9 
25354||275||||BONILLA ISLAND||BONILLA ISLAND METEOROLOGICAL AERO SYSTEM|53.500|-130.633|56|56||-8 
25355||241||||ROSE SPIT||ROSE SPIT METEOROLOGICAL AERO SYSTEM|54.167|-131.667|23|23||-8 
25357||ELV||||ELFIN COVE|AK|ELFIN COVE SEAPLANE BASE|58.195|-136.347|0|0|0|-9 
25365||133||||GREY ISLET||GREY ISLET METEOROLOGICAL AERO SYSTEM|54.583|-130.700|26|26||-8 
25367||9Z1||50|0351|KLAWOCK|AK|KLAWOCK AIRPORT|55.580|-133.075|274|50|62|-9 
25369||AFE||||KAKE|AK|KAKE AIRPORT|56.967|-133.900|172|172||-9 
25370||160||||HOLLAND ROCK||HOLLAND ROCK AUTOMATIC WEATHER SYSTEM|54.167|-130.367|16|16||-8 
25371||175||||ISKUT RIVER||ISKUT RIVER|56.733|-131.667|49|49||-8 
25372||190||||ST JOVITE||ST JOVITE AUTOMATIC WEATHER SYSTEM|46.067|-74.533|784|784||-5 
25373||199||||LUCY ISLAND||LUCY ISLAND, B. C.|54.300|-130.600|89|89||-8 
25374||287||||CUMSHEWA ISLAND||CUMSHEWA ISLAND METEOROLOGICAL AERO SYSTEM|53.033|-131.600|56|56||-8 
25376||HYG||||HYDABURG|AK|HYDABURG SEAPLANE BASE|55.206|-132.828|0|0|0|-9 
25377||MTM||||METLAKATLA|AK|METLAKATLA SEAPLANE BASE|55.131|-131.578|0|0|0|-9 
25378||HNH||||HOONAH|AK|HOONAH SEAPLANE BASE|58.112|-135.452|0|0|0|-9 
25379||B18E||||SITKA 1 NE|AK|USGS SITKA MAGNETIC OBSERVATORY|57.058|-135.327|75|78|99999|-9 
25402||MDO||||MIDDLETON ISLAND|AK|MIDDLETON ISLAND METEOROLOGY RADAR SITE|59.432|-146.338|0|46|0|-9 
25501|70350|ADQ|02|50|4988|KODIAK|AK|KODIAK AIRPORT|57.750|-152.492|70|111|109|-9 
25503|70326|AKN|06|50|4766|KING SALMON|AK|KING SALMON AIRPORT|58.684|-156.654|47|49|36|-9 
25506|70340|ILI|06|50|3905|ILIAMNA|AK|ILIAMNA AIRPORT|59.753|-154.915|274|160|175|-9 
25507|70341|HOM|05|50|3665|HOMER|AK|HOMER AIRPORT|59.647|-151.477|56|73|78|-9 
25508||PTH||||PORT HEIDEN|AK|PORT HEIDEN AIRPORT|56.959|-158.633|0|95|0|-9 
25513||DLG||||DILLINGHAM|AK|DILLINGHAM AIRPORT|58.994|-158.552|0|95|0|-9 
25516||SOV||||SELDOVIA|AK|SELDOVIA AIRPORT|59.443|-151.702|30|29|34|-9 
25518||AJC||||CHIGNIK|AK|CHIGNIK AIRPORT|56.311|-157.373|0|16|0|-9 
25519||EII||||EGEGIK|AK|EGEGIK AIRPORT|58.185|-157.386|0|92|0|-9 
25521||IGG||||IGIUGIG|AK|IGIUGIG AIRPORT|59.324|-155.902|99999|90|99999|-9 
25604||PTU||||PLATINUM|AK|PLATINUM AIRPORT|59.011|-161.820|99999|15|99999|-9 
25616||DUT||||DUTCH HARBOR|AK|DUTCH HARBOR AIRPORT|53.895|-166.543|0|13|0|-9 
25617||SDP||||SAND POINT|AK|SAND POINT AIRPORT|55.319|-160.526|0|21|0|-9 
25623||EHM||||CAPE HEWENHAM|AK|CAPE HEWENHAM LRRS AIRPORT|58.646|-162.063|0|541|0|-9 
25624|70316|CDB|03|50|2102|COLD BAY|AK|COLD BAY AIRPORT|55.207|-162.722|78|103|98|-9 
25628||A8L||||ST. GEORGE ISLAND|AK|ST. GEORGE AIRPORT|56.600|-169.565|110|125|127|-9 
25629||TOG||||TOGIAK VILLAGE|AK|TOGIAK AIRPORT|59.067|-160.367|20|20||-9 
25704|704540|ADK||||ADAK|AK|ADAK NAS|51.883|-176.650|17|19|18|-10 
25711||00FA||||ST. PAUL 4 NE|AK|NOAA NATIONAL WEATHER SERVICE ST. PAUL|57.158|-170.212|17|20|99999|-10 
25713|70308|SNP|03|50|8118|ST PAUL ISLAND|AK|ST PAUL ISLAND AIRPORT|57.163|-170.220|35|28|27|-9 
25715||AKA||||ATKA|AK|ATKA AIRPORT|52.217|-174.200|56|56||-9 
26002||185||||ENNADAI LAKE||ENNADAI LAKE METEOROLOGICAL AERO SYSTEM|61.133|-100.900|1171|1171||-6 
26110||360||||YELLOWKNIFE||YELLOWKNIFE, N. W. T.|62.467|-114.450|673|673||-7 
26120||174||||LUPIN||LUPIN, N. W. T.|65.767|-111.233|1640|1640||-7 
26122||170||||FORT PROVIDENCE||FORT PROVIDENCE|61.317|-117.600|528|528||-7 
26123||171||||INDIAN RIVER||INDIAN RIVER|64.383|-115.017|1568|1568||-7 
26216||292||||VIRGINIA FALLS||VIRGINIA FALLS|61.633|-125.800|2001|2001||-8 
26217||306||||LINDBERG LANDING||LINDBERG LANDING , N. W. T.|61.117|-122.850|600|600||-8 
26218||312||||QAVVIK LAKE||QAVVIK LAKE, N. W. T.|68.250|-122.100|1739|1739||-8 
26219||374||||DELINE||DELINE, N.W.T|65.217|-123.433|699|699||-8 
26316||353||||WHITEHORSE||WHITEHORSE, Y. T.|60.717|-135.067|2306|2306||-8 
26322||165||||HAINES JUNCTION||HAINES JUNCTION|60.767|-137.583|1965|1965||-8 
26329||257||||FARO||FARO, Y. T.|62.233|-133.350|2352|2352||-8 
26331||293||||TESLIN||TESLIN MARINE AVIATION REPORTING STATION|60.167|-132.767|2313|2313||-8 
26338||298||||CARMACKS CS||CARMACKS CS, Y. T.|62.117|-136.183|2073|2073||-8 
26339||380||||TRAIL VALLEY||TRAIL VALLEY|68.750|-133.650|279|279||-8 
26401||EDF||||ANCHORAGE|AK|ELMENDORF AFB AIRPORT|61.253|-149.794|0|213|0|-9 
26407||EIL||||FAIRBANKS|AK|EIELSON AFB AIRPORT|64.666|-147.101|0|548|0|-9 
26409||MRI||50|0285|ANCHORAGE|AK|MERRILL FIELD AIRPORT|61.217|-149.855|138|137|133|-9 
26410||CDV|02|50|2177|CORDOVA|AK|M.K.(MUDHOLE) SMITH ARPT|60.489|-145.451|43|48|52|-9 
26411|70261|FAI|08|50|2968|FAIRBANKS|AK|FAIRBANKS INTERNATIONAL AIRPORT|64.817|-147.855|432|454|464|-9 
26412|70291|ORT|08|50|6586|NORTHWAY|AK|NORTHWAY AIRPORT|62.961|-141.946|1711|1721|1714|-9 
26413|70194|FYU||50|3175|FORT YUKON|AK|FORT YUKON AIRPORT|64.817|-147.867|436|454|452|-9 
26414||UMM||||SUMMIT|AK|SUMMIT AIRPORT|63.333|-149.133|2409|2409||-9 
26415|70267|BIG|08|50|0770|DELTA JUNCTION/FT GREELY|AK|ALLEN ARMY AIRFIELD|63.995|-145.718|1284|1274|1296|-9 
26418||CEM||||CENTRAL|AK|CENTRAL AIRPORT|65.567|-144.783|932|932||-9 
26422||EAA||||EAGLE|AK|EAGLE AIRPORT|64.777|-141.148|895|898|902|-9 
26425|70271|GKN|04|50|3465|GULKANA|AK|GULKANA AIRPORT|62.160|-145.458|1571|1579|1577|-9 
26435|70260|ENN||50|6309|NENANA|AK|NENANA MUNICIPAL AIRPORT|64.550|-149.072|356|362|360|-9 
26438||SWD||||SEWARD|AK|SEWARD AIRPORT|60.128|-149.417|14|22|25|-9 
26439||SMU||||SHEEP MOUNTAIN|AK|SHEEP MOUNTAIN AIRPORT|61.812|-147.507|0|2740|0|-9 
26442|70275|VWS|02|50|9686|VALDEZ|AK|NATIONAL WEATHER SERVICE OFFICE|61.133|-146.350|37|37|52|-9 
26444||IEM||||WHITTIER|AK|WHITTIER AIRPORT|60.777|-148.722|0|30|0|-9 
26445||IYS||||WASILLA|AK|WASILLA AIRPORT|61.572|-149.540|0|354|0|-9 
26451|70273|ANC|05|50|0280|ANCHORAGE|AK|TED STEVENS ANCHORAGE INTL AIRPORT|61.175|-149.993|120|132|222|-9 
26465||GBH||||GALBRAITH LAKE|AK|GALBRAITH LAKE AIRPORT|68.480|-149.487|0|2665|0|-9 
26479||VDZ||||VALDEZ|AK|VALDEZ PIONEER FIELD AIRPORT|61.134|-146.248||118||-09 
26484||PXK||||PAXSON|AK|PAXSON AIRPORT|63.025|-145.501|0|2653|0|-9 
26486||DDT||||SLANA|AK|DUFFY'S TAVERN AIRPORT|62.725|-143.921|0|2420|0|-9 
26491||LHD||50|0280|ANCHORAGE|AK|LAKE HOOD SEAPLANE BASE|61.179|-149.961|90|132|96|-9 
26492||POR||||PORTAGE GLACIER|AK|PORTAGE GLACIER|60.785|-148.839|102|103|109|-9 
26494||02CE||||FAIRBANKS 11 NE|AK|NOAA/NESDIS (FCDAS)|64.974|-147.510|1137|1149|99999|-9 
26497||BCV||||BIRCHWOOD|AK|BIRCHWOOD AIRPORT|61.416|-149.507|0|96|0|-9 
26498||FBK||||FAIRBANKS (FT WAINWRIGHT)|AK|WAINWRIGHT AAF AIRPORT|64.838|-147.614|0|454|0|-9 
26499||HRR||||HEALY|AK|HEALY RIVER AIRPORT|63.866|-148.969|0|1294|0|-9 
26501||GAL||||GALENA|AK|GALENA AIRPORT|64.738|-156.777|0|151|0|-9 
26502||KAL||||KALTAG|AK|KALTAG AIRPORT|64.327|-158.742|274|200|206|-9 
26510|70231|MCG|08|50|5769|MC GRATH|AK|MC GRATH AIRPORT|62.953|-155.603|333|338|353|-9 
26512||MHM||||MINCHUMINA|AK|MINCHUMINA|63.884|-152.316|0|702|0|-9 
26514||SKW||||SKWENTNA|AK|SKWENTNA AIRPORT|61.965|-151.191|0|148|0|-9 
26516||ANI||||ANIAK|AK|ANIAK AIRPORT|61.583|-159.550|85|85||-9 
26521||HCA||||HOLY CROSS|AK|HOLY CROSS AIRPORT|62.188|-159.775|99999|70|99999|-9 
26523|72259|ENA|05|50|4546|KENAI|AK|KENAI MUNICIPAL AIRPORT|60.580|-151.239|91|92|93|-9 
26524||MLY||||MANLEY HOT SPRINGS|AK|MANLEY HOT SPRINGS|64.998|-150.644|0|269|0|-9 
26526||PTI||||PUNTILLA LAKE|AK|PUNTILLA LAKE|62.073|-153.732|0|1837|0|-9 
26528|70251|TKA|05|50|8976|TALKEETNA|AK|TALKEETNA AIRPORT|62.322|-150.092|350|356|354|-9 
26529|70178|TAL|08|50|9014|TANANA|AK|RALPH M CALHOUN MEML ARPT|65.174|-152.107|220|220|239|-9 
26533|70174|BTT|08|50|0761|BETTLES|AK|BETTLES AIRPORT|66.916|-151.509|642|643|652|-9 
26534||SVW||||SPARREVOHN|AK|SPARREVOHN LRRS AIRPORT|61.100|-155.583|1588|1588||-9 
26535||UTO||||UTOPIA CREEK|AK|INDIAN MOUNTAIN LRRS ARPT|66.000|-153.700|1276|1276||-9 
26536||TLJ||||TAKOTNA|AK|TATALINA LRRS AIRPORT|62.900|-155.983|965|965||-9 
26542||AKP||||ANAKTUVUK PASS|AK|ANAKTUVUK PASS AIRPORT|68.134|-151.743|0|2103|0|-9 
26546||TPO||||PORT ALSWORTH|AK|PORT ALSWORTH AIRPORT|60.204|-154.319|0|280|0|-0 
26547||HZZ||||HAYES RIVER|AK|HAYES RIVER|61.983|-152.086|0|1001|0|-9 
26551||AFM||||AMBLER|AK|AMBLER AIRPORT|67.100|-157.850|289|289||-9 
26552||HLA||||HUSLIA|AK|HUSLIA AIRPORT|65.698|-156.351|99999|213|99999|-9 
26553||SLQ||||SLEETMUTE|AK|SLEETMUTE AIRPORT|61.717|-157.150|178|178||-9 
26554||ERW||||MERRILL PASS WEST|AK|MERRILL PASS WEST|61.450|-153.800|0|1170|0|-9 
26555||FKK||||FAREWELL LAKE|AK|FAREWELL LAKE SEAPLANE BASE|62.543|-153.623|0|1052|0|-9 
26557||LVR||||BIG RIVER LAKE|AK|BIG RIVER LAKE|60.816|-152.302|0|39|0|-9 
26558||WLK||||SELAWIK|AK|SELAWIK|66.600|-159.986|0|25|0|-9 
26559||SXQ||||SOLDONTA|AK|SOLDONTA AIRPORT|60.476|-151.034|0|113|0|-9 
26560||UUO||||WILLOW|AK|WILLOW AIRPORT|61.754|-150.052|0|221|0|-9 
26561||RBY||||RUBY|AK|RUBY AIRPORT|64.727|-155.470|99999|653|99999|-9 
26601||PHO||||POINT HOPE|AK|POINT HOPE AIRPORT|68.350|-166.800|13|13||-9 
26602||KKA||||KOYUK|AK|KOYUK AIRPORT|64.936|-161.164|0|142|0|-9 
26615|70219|BET|07|50|0754|BETHEL|AK|BETHEL AIRPORT|60.786|-161.826|102|150|145|-9 
26616|70133|OTZ|09|50|5076|KOTZEBUE|AK|RALPH WIEN MEMORIAL AIRPORT|66.885|-162.597|7|16|19|-9 
26617|70200|OME|07|50|6496|NOME|AK|NOME AIRPORT|64.513|-165.443|20|22|18|-9 
26622||MYU||||MEKORYUK|AK|MEKORYUK AIRPORT|60.371|-166.271|0|48|0|-9 
26624||PIZ||||POINT LAY|AK|POINT LAY LRRS AIRPORT|69.733|-163.005|99999|25|99999|-9 
26625||SHH||||SHISHMAREF|AK|SHISHMAREF/NEW AIRPORT|66.250|-166.050|7|7||-9 
26627|70207|UNK|07|50|9564|UNALAKLEET|AK|UNALAKLEET AIRPORT|63.883|-160.800|15|20|20|-9 
26628||GLV||||GOLOVIN|AK|CAPE DARBY REMOT COM OUTLT|64.550|-163.033|25|25||-9 
26631||LUR||||CAPE LISBURNE|AK|CAPE LISBURNE LRRS AIRPORT|68.883|-166.117|10|10||-9 
26634||TNC||||TIN CITY|AK|TIN CITY LRRS AIRPORT|65.630|-167.917|269|269||-9 
26635||MOU||||MOUNTAIN VILLAGE|AK|MOUNTAIN VILLAGE AIRPORT|62.095|-163.682|99999|337|99999|-9 
26642||KVL||||KIVALINA|AK|KIVALINA AIRPORT|67.732|-164.548|12|10|17|-9 
26643||0Z0||||DEERING|AK|DEERING AIRPORT|66.069|-162.764|7|15|17|-9 
26644||ANV||||ANVIK|AK|ANVIK AIRPORT|62.650|-160.183|88|88||-9 
26645||BVK||||BUCKLAND|AK|BUCKLAND AIRPORT|65.983|-161.133|30|30||-9 
26646||CZF||||CAPE ROMANZOF|AK|CAPE ROMANZOF LRRS ARPT|61.783|-166.033|479|479||-9 
26647||KSM||||ST MARY'S|AK|ST MARY'S AIRPORT|62.067|-163.300|312|312||-9 
26648||WTK||||NOATAK|AK|NOATAK AIRPORT|67.566|-162.975|0|88|0|-9 
26649||AED||||RED DOG|AK|RED DOG AIRPORT|68.031|-162.903|0|974|0|-9 
26650||ENM||||EMMONAK|AK|EMMONAK|62.785|-164.491|0|14|0|-9 
26651||HPB||||HOOPER BAY|AK|HOOPER BAY AIRPORT|61.524|-166.147|0|18|0|-9 
26652||KLG||||KALSKAG|AK|KALSKAG AIRPORT|61.536|-160.341|99999|55|99999|-9 
26653||OOK||||TOKSOOK BAY|AK|TOKSOOK BAY AIRPORT|60.541|-165.087|99999|59|99999|-9 
26654||RSH||||RUSSIAN MISSION|AK|RUSSIAN MISSION AIRPORT|61.775|-161.319|99999|51|99999|-9 
26703||GAM||||GAMBELL|AK|GAMBELL AIRPORT|63.783|-171.733|26|26||-9 
26704||SVA||||SAVOONGA|AK|SAVOONGA AIRPORT|63.686|-170.493|0|53|0|-9 
27004||169||||ISACHSEN||ISACHSEN METEOROLOGICAL AERONAUTICAL SYSTEM|78.783|-103.550|190|190||-6 
27401|70086|BTI|09|50|0558|BARTER ISLAND|AK|BARTER ISLAND AIRPORT|70.134|-143.577|0|5|0|-9 
27406||SCC||||DEADHORSE|AK|DEADHORSE AIRPORT|70.192|-148.477|52|60|69|-9 
27408||UBW||||KUPRAUK|AK|UGNU-KUPRAUK AIRPORT|70.331|-149.598|0|67|0|-9 
27502|70026|BRW|09|50|0546|BARROW|AK|W POST-WILL ROGERS MEMORIAL AIRPORT|71.287|-156.763|40|13|38|-9 
27503||AWI||||WAINWRIGHT|AK|WAINWRIGHT AIRPORT|70.639|-159.995|27|30|31|-9 
27515||AQT||||NUIQSUT|AK|NUIQSUT AIRPORT|70.212|-151.002|54|57|60|-9 
27516||F0B0||||BARROW 4 ENE|AK|BARROW OBSV.|71.321|-156.611|12|15|99999|-9 
27517||AK15||||DEADHORSE|AK|ALPINE AIRSTRIP|70.344|-150.945|99999|18|99999|-9 
27518||ATK||||ATQASUK|AK|ATQASUK EDWARD BURNELL SR. MEMORIAL AIRPORT|70.467|-157.436|99999|96|99999|-9 
33126|164594|NSY||||SIGONELLA||NAVAL AIR STATION|37.400|14.917|77|77|82|1 
33209|167464|QNC||||SOUDA BAY|CR|NAVAL AIR STATION|35.533|24.150|485|480|492|2 
34113|162890|QNN||||NAPLES||NAVAL AIR STATION|40.883|14.300|289|289|289|1 
40308|91413|PTYA|02|91|4951|YAP ISLAND||YAP INTERNATIONAL AIRPORT|9.486|138.083|44|56|47|10 
40309|91408|PTKR|02|91|4351|KOROR|PC|WEST CAROLINE ISLANDS, PACIFIC|7.333|134.483|94|109|98|9 
40310||ROR||||BABELTHUAP ISLAND|PS|BABELTHUAP/KOROR AIRPORT|7.367|134.544|99999|176|99999|9 
